response,label
"I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. The most prestigous pitching honor in baseball is named after which Red Sox legend?: 1. Jim Londborg. 2. Roger Clemens. 3. Cy Young. 4. Pedro Martinez. I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. Which left-handed pitcher who finished his career playing for Boston, won 300 games in his career?: 1. Lefty Grove. 2. Babe Ruth. 3. Steve Carlton. 4. Lefty Gomez. <Audio only response> I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. In 1967, which future Hall of Fame great batted for the Triple Crown, the last time it would be achieved in the 20th Century?: 1. Jimmie Foxx. 2. Jim Rice. 3. Manny Ramirez. 4. Carl Yastrzemski. I will ask you 5 multiple choice questions. Respond with the number of the answer. For example, say one, two, three, or four. To start a new game at any time, say, start game. To repeat the last question, say, repeat. Would you like to keep playing? Good bye!",10
"<Audio only response> <Short audio> Welcome to Guess My Number. What is the maximum number you would like to go up to? For example, you could tell me to pick a number up to one hundred.",3
"This might answer your question: This morning at 8:11am, @realDonaldTrump tweeted: ""So weird to watch Crazy Bernie on @FoxNews. Not surprisingly, @BretBaier and the 'audience' was so smiley and nice. Very strange, and now we have @donnabrazile?"". Welcome to Trump Bot. Trump Bot inform you of the latest Trump's tweet. Try saying, what is latest tweet. You have Trump Bot enabled. Do you want to open it? Welcome to Trump Bot. Trump Bot inform you of the latest Trump's tweet. Try saying, what is latest tweet. You have Trump Bot enabled. Do you want to open it?",6
"Here's your news. Here's your news. Here's your news. Iâve added Essential Oils Daily Minute to your Flash Briefing; to hear it, just say, âWhatâs my Flash Briefing.â To manage your content, go to the Alexa App, tap on Settings, then select Flash Briefing. For Help, please visit the help pages on the Amazon web site.",4
"You have Examining the Scriptures Daily enabled. Do you want to open it? Which day do you want to hear? Sorry, but I did not hear your right, please tell me which day do you want to hear? Sorry, I don't know ask bible glossary for the term scroll's definition. You have YouVersion Bible enabled. Do you want to open it? Welcome to YouVersion Bible. What would you like to hear? Hmmäó_ I'm not sure what you want me to do. I can read a book, chapter, or verse from the Bible. Read your plan. Or the Verse of the Day. What can I read for you?",1
"Actually, my friend Jimmy Fallon wants to tell a joke, let's give him a shot. Actually, my friend Jimmy Fallon wants to tell a joke, let's give him a shot.",3
"<Short audio> Hmm, I'm not sure. Sorry, I don't know that. aloha, what animal sound would you like to hear? Ask me for an animal noise, try sheep, cow or lion to get started, or just say random. Ok",7
Here's what I found on Wikipedia: Amazon Echo is a brand of smart speakers developed by Amazon. 'Ask' is usually defined as make a request or demand for something to somebody. Here's what I found on Wikipedia: Amazon Echo is a brand of smart speakers developed by Amazon.,1
"You have The Art of Living enabled. Do you want to open it? Welcome to The Art of Living Skill. You can relax with Guided Meditation or Music, and get Wisdom from Gurudev Sri Sri Ravi Shankar. You can also listen to popular art of living Bhajans. What would you like to do? The Art of Living Foundation is a volunteer-based, humanitarian and educational non-governmental organizations. It was founded in 1981 by Gurudev Sri Sri Ravi Shankar. The Art of Living Foundation has centers in more than 156 countries. For more information visit www.artofliving.org. In this skill you can also do a guided meditation or listen to relaxing music? What would you like to do? Ok, Here's The Art of Living You have The Art of Living enabled. Do you want to open it? Welcome to The Art of Living Skill. You can relax with Guided Meditation or Music, and get Wisdom from Gurudev Sri Sri Ravi Shankar. You can also listen to popular art of living Bhajans. What would you like to do? Ok, you can listen to a quote or a talk by Gurudev Sri Sri Ravi Shankar, what would you like to do?",4
"Sorry, I couldn't find that on wikipedia. Chuck Norris Fan Fact #40. Big foot claims he saw Chuck Norris. Chuck Norris Fan Fact #61. The quickest way to a man's heart is with Chuck Norris' fist. Sorry, I'm not sure. For Help, please visit the help pages on the Amazon web site.",7
"Port Authority Trans-Hudson, also called PATH, was created in 1908. Space Shuttle Discovery first flew on August 30, 1984. The film ""Europa"" was released about 27 years ago on April 27, 1992. <Short audio> You have Path of Discovery: Europa enabled. Do you want to open it? <Short audio> <Short audio> For Help, please visit the help pages on the Amazon web site.",3
"Hmm, I'm not sure. Hmm, I don't know that. Sorry, IÛªm not sure about that. Sorry, I'm not sure. For Help, please visit the help pages on the Amazon web site.",7
"Welcome to Llama Trivia. I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. What does ILR stand for? 1. International Llama Registry. 2. Island Llama Records. 3. Indie Llama Rockers. 4. Independent Llama Rappers. <Short audio> Meow, also known as Meow the obese cat, was a male domestic cat who attracted international attention when an animal shelter publicized efforts to slim him down, in an attempt to have him adopted. Welcome to Llama Trivia. I will ask you 5 questions, try to get as many right as you can. Just say the number of the answer. Let's begin. Question 1. What biological family does the alpaca belong to? 1. Giraffe. 2. Fox. 3. Hippo. 4. Camelidae. I will ask you 5 multiple choice questions. Respond with the number of the answer. For example, say one, two, three, or four. To start a new game at any time, say, start game. To repeat the last question, say, repeat. Would you like to keep playing? Would you like to keep playing?",7
